Benchmark,Mode,Version,Model,Type,Size,List Name,Unordered Pairs Before,Unordered Pairs After,Unordered Neighbors Before,Unordered Neighbors After,Missing Items,Additional Items,Output List Length,Output Length,Thinking Length,Parsed,HasError,ErrorType,IsList,HasEllipsis,RequiredTypeParsing,Unordered Pairs (%),Unordered Neighbors (%),Missing Items (%),Additional Items (%),Validity Score,Sorting Score,Faithfulness Score,SortBench Score
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,2.0,41,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,2.0,41,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_7,1.0,0.0,1.0,0.0,0.0,0.0,2.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,2.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2556,615,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,2400,557,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,3193,831,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,4797,1221,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2564,616,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2088,540,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_7,4.0,0.0,2.0,0.0,0.0,0.0,4.0,1749,445,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,1978,509,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,1226,284,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,5478,1277,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_7,4.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_7,4.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_7,4.0,1.0,2.0,1.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.16666666666666666,0.25,0.0,0.0,1.0,0.7916666666666667,1.0,0.8958333333333334
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_7,4.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-sonnet-20241022,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_7,4.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,claude-3-5-haiku-20241022,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_3,3.0,0.0,1.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_4,5.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_7,4.0,0.0,2.0,0.0,0.0,0.0,4.0,79,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_8,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_9,5.0,0.0,2.0,0.0,0.0,0.0,4.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,o3-mini,Float-n1000-1000,4,list_10,5.0,0.0,2.0,0.0,0.0,0.0,4.0,81,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_1,17.0,0.0,4.0,0.0,0.0,0.0,8.0,5706,1721,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_2,6.0,0.0,2.0,0.0,0.0,0.0,8.0,3272,949,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_3,13.0,0.0,3.0,0.0,0.0,0.0,8.0,4151,1206,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_4,18.0,0.0,4.0,0.0,0.0,0.0,8.0,5568,1576,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_5,13.0,0.0,3.0,0.0,0.0,0.0,8.0,3204,879,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_6,11.0,0.0,4.0,0.0,0.0,0.0,8.0,3614,1056,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_7,18.0,0.0,4.0,0.0,0.0,0.0,8.0,3250,959,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_8,11.0,0.0,4.0,0.0,0.0,0.0,8.0,2589,746,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_9,10.0,0.0,4.0,0.0,0.0,0.0,8.0,9589,2914,True,True,List as latex,True,False,False,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5
sortbench,advanced,v1.0,deepseekr1,Float-n1000-1000,8,list_10,18.0,0.0,2.0,0.0,1.0,0.0,7.0,8575,2179,True,True,Missing closing bracket,True,False,False,0.0,0.0,0.125,0.0,0.75,1.0,0.9375,0.7265625
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_1,17.0,1.0,4.0,1.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_2,6.0,0.0,2.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_3,13.0,1.0,3.0,1.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_4,18.0,0.0,4.0,0.0,0.0,0.0,8.0,159,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_5,13.0,0.0,3.0,0.0,1.0,1.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.125,0.125,1.0,1.0,0.875,0.9375
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_6,11.0,0.0,4.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_7,18.0,0.0,4.0,0.0,0.0,0.0,8.0,159,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_8,11.0,0.0,4.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_9,10.0,0.0,4.0,0.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,llama3.1,Float-n1000-1000,8,list_10,18.0,0.0,2.0,0.0,7.0,7.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.875,0.875,1.0,1.0,0.125,0.5625
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_1,17.0,0.0,4.0,0.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_2,6.0,1.0,2.0,1.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_3,13.0,8.0,3.0,3.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.2857142857142857,0.375,0.0,0.0,1.0,0.6696428571428572,1.0,0.8348214285714286
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_4,18.0,0.0,4.0,0.0,0.0,0.0,8.0,159,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_5,13.0,2.0,3.0,1.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.07142857142857142,0.125,0.0,0.0,1.0,0.9017857142857143,1.0,0.9508928571428572
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_6,11.0,0.0,4.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_7,18.0,1.0,4.0,1.0,0.0,0.0,8.0,159,0,True,False,,True,False,False,0.03571428571428571,0.125,0.0,0.0,1.0,0.9196428571428572,1.0,0.9598214285714286
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_8,11.0,7.0,4.0,3.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.25,0.375,0.0,0.0,1.0,0.6875,1.0,0.84375
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_9,10.0,3.0,4.0,1.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.10714285714285714,0.125,0.0,0.0,1.0,0.8839285714285714,1.0,0.9419642857142857
sortbench,advanced,v1.0,gpt-4o-mini,Float-n1000-1000,8,list_10,18.0,0.0,2.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_1,17.0,0.0,4.0,0.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_2,6.0,0.0,2.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_3,13.0,0.0,3.0,0.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_4,18.0,0.0,4.0,0.0,0.0,0.0,8.0,159,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_5,13.0,0.0,3.0,0.0,1.0,1.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.125,0.125,1.0,1.0,0.875,0.9375
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_6,11.0,0.0,4.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_7,18.0,0.0,4.0,0.0,0.0,0.0,8.0,159,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_8,11.0,0.0,4.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_9,10.0,0.0,4.0,0.0,0.0,0.0,8.0,160,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,advanced,v1.0,gpt-4o,Float-n1000-1000,8,list_10,18.0,0.0,2.0,0.0,0.0,0.0,8.0,161,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
